章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT001,Q0110,棚卸資産の原価配分,棚卸資産の原価配分に関する次の記述のうち、正しくないものはどれですか。,棚卸資産には、販売を目的として保有している財貨または用益だけではなく、販売活動及び一般管理活動において短期間に消費されるべき財貨も含まれる。,棚卸資産の消費量を求めるうえで、継続記録法に定期棚卸法を併用することにより、在庫管理を改善できるだけでなく、適正な期間損益計算を行うことができる。,棚卸資産の単価を求めるための総平均法は、国際的なコンバージェンスのため、適用が認められなくなった。,棚卸資産の評価方法が異なれば、個々の会計期間の売上原価には差異が生じうるが、トータルの期間考えれば売上原価の総額には差異は生じない。,【５】-,3,棚卸資産の単価を求めるための総平均法は、国際的なコンバージェンスのため、適用が認められなくなった。,国際的なコンバージェンスの観点から適用可能な棚卸資産の評価方法から削除されたのは、後入先出法である。#棚卸資産とは、販売活動をするための商製品、製造活動に必要な原料、仕掛品などを指し、次の４つのグループに分けられる。#①通常の営業過程において販売するために保有する財貨または用役・・・商品や製品（商品とは他社から仕入れた完成品、製品とは自社で生産したもの)。 証券会社が販売目的で保有している有価証券や、不動産会社が販売目的で保有している土地、建物等も棚卸資産となる。#②販売を目的として現に製造中の財貨または用役・・・仕掛品や半製品（仕掛品は製造過程にあるものでその状態では販売できないもの、半製品は製造過程ではあるがその状態で販売可能なもの）。#③販売目的の財貨または用役を生産するために短期間に消費されるべき財貨・・・原材料（製造過程で消費される原材料および購入部品を含む材料で未だ消費されてないもの）。工場で使用される消耗品、消耗工具、器具や備品が含まれる。#④販売活動および一般管理活動において短期間に消費されるべき財貨・・・工場以外で使用される消耗品、消耗工具、器具や備品。つまり、販売活動において使用される荷造用品等が該当する。
SECT001,Q0120,リース会計,リース会計に関する記述のうち、正しいものはどれですか。,ファイナンス・リースと取引はフルペイアウトを要件とするため、その判定は、リース期間がリース物件の経済的耐用年数の概ね９０％以上であるかどうかによる。,オペレーティング・リース取引であっても解約不能なものは、リース料総額を負債に計上する。,オペレーティング・リース取引に該当するか否かは、もっぱらリース料総額の現在価値とリース物件の見積購入価額の比較によって決定される。,あるリース取引をファイナンス・リース取引として会計処理すると、オペレーティング・リース取引として処理した場合に比べて、リース期間前半の費用は多くなる。,【５】-,4,あるリース取引をファイナンス・リース取引として会計処理すると、オペレーティング・リース取引として処理した場合に比べて、リース期間前半の費用は多くなる。,１はファイナンス・リース取引の判定の１つである経済的耐用年数基準は、リース期間がリース物件の経済的耐用年数のおおむね７５％以上であるかどうかによる。#２はオペレーティング・リース取引であれば、負債に計上されない。#3はオペレーティング・リース取引に該当するか否かは、現在価値基準と経済的耐用年数基準のどちらも満たさないかどうかによって決定される。
SECT001,Q0130,退職給付会計,退職給付会計に関する記述のうち、正しいものはどれですか。,退職給付見込額の勤務期間への配分には、給付算定式基準を用いなければならない。,退職給付債務とは、退職給付のうち、決算日までに発生していると認められる部分の割引前の金額をいう。,勤務費用とは、１期間の労働の対価として発生したと認められる退職給付の現在価値をいう。,利息費用とは、期首時点における退職給付債務について、期末までの時の経過により発生する計算上の利息であり、信用リスクの高い社債の利回りを用いて算定する。,【５】-,3,勤務費用とは、１期間の労働の対価として発生したと認められる退職給付の現在価値をいう。,1は期間定額基準と給付算定式基準のいずれか選択適用による。#2は認識時点までに発生していると認められる部分を割引いたものである。#3は安全性の高い債券の利回りを基礎にして決定された割引率を適用する。#退職給付債務とは認識時点までに発生していると認められる退職給付の現在価値のことである。#１年目は１年間の労働の対価として発生した退職給付の現在価値であり、２年目以降は該当年の労働対価の現在価値に加え、前年度までの退職給付の利息分が該当年の退職給付債務となる。
SECT001,Q0140,在外支店の財務諸表項目,在外支店の財務諸表項目の換算に関する記述のうち、正しくないものはどれですか。,金銭債権債務には、取引発生時の為替レート（HR)が適用される。,収益・費用はHRで換算されるが、期中平均為替レートによる換算も認められている。,棚卸資産に低価法を適用して評価額を切りさげている場合、決算時の為替レートで換算する。,換算によって生じた差額は、為替差損益として処理する。,【５】-,1,金銭債権債務には、取引発生時の為替レート（HR)が適用される。,本店の換算基準と整合性をもたせるため、決算日レート（CR)が適用される。
SECT001,Q0150,税効果会計,税効果会計に関する記述のうち、正しいものはどれですか。,税効果会計を適用した場合、それを適用しない場合と比べて、全期間を通算した利益は一般に減少する。,一時差異に加え、永久差異の一部も税効果の対象となる。,将来加算一時差異は繰延税金負債を計上する契機となる。,税効果会計を適用すれば、税引前利益の大きさと税引後利益の大きさとの完全な比例関係が保たれることとなる。,【５】-,3,将来加算一時差異は繰延税金負債を計上する契機となる。,1は税金費用の期間帰属を変更しているに過ぎないため、税効果適用の有無は全期間を通算した損益に影響しない。#2は税効果の対象となるのは一時差異だけである。#4は永久差異が存在するのに加え、「繰延税金資産の回収可能性テスト」の影響等もあり、税引前利益と税引後利益との間に完全は比例関係はみられない。#税効果会計とは税支出の期間配分によって税費用と税引前利益とを対応させようとする手続きのことである。#■永久差異・・・税引前利益と課税所得の差異のうち、収益・費用と益金・損金の認識範囲の違いによるもの。#■一時差異・・・税引前利益と課税所得の差異のうち、認識時点の違いによるもの。#一時差異は将来解消される差異であり、税効果会計の対象となる。
SECT001,Q0160,財務諸表分析,財務諸表分析に関する記述のうち、正しくないものはどれですか。,棚卸資産回転率の計算は、分子を売上原価とすることも考えられる。,大型投資を行った場合は、有形固定資産回転率は一時的に下がることがあるため、数値の評価は慎重に行う必要がある。,手元流動性比率はもっぱら支払能力を判断する指標として用いられるので、その数値は高いほどよい。,売上債権回転率を算出する歳の売上債権には、受取手形の割引高と裏書譲渡高を含めることが必要である。,【５】-,3,手元流動性比率はもっぱら支払能力を判断する指標として用いられるので、その数値は高いほどよい。,手元流動性は資金効率を示す指標であるため、必ずしも高いほうが望ましいわけではない。#売上債権回転率＝売上高 / 売上債権（＝受取手形＋売掛金＋割引・裏書手形）#棚卸資産回転率＝売上高 / 棚卸資産 #有形固定資産回転率＝売上高 / 有形固定資産#手元流動性回転率＝売上高 / (現金 + 有価証券)
SECT001,Q0170,配当割引モデルに関する問題,配当割引モデルの適用に関する記述のうち、正しくないものはどれですか。,企業価値評価額に占めるターミナル・バリューの割合は、他のモデルに比べて大変少ない。,将来の配当を未来永劫にわたり予測することは困難である。,配当を長期に渡って一切支払わない企業には適用が困難である。,キャピタルゲインに対する税率がインカムゲインに対する税率よりも低い場合、長期渡り配当性向が低く抑えられ、企業価値を過小評価してしまう。,【５】-,1,企業価値評価額に占めるターミナル・バリューの割合は、他のモデルに比べて大変少ない。,ターミナル・バリューの割合が少ないのは残余利益モデルである。
SECT001,Q0180,残余利益モデル,残余利益モデルの適用に関する記述のうち、正しくないものはどれですか。,残余利益は、企業が株主のために資本コストを上回って想像した利益を示す指標である。,残余利益モデルによる株主評価額は、会計手続き変更の影響を受けやすい。,残余利益モデルは、クリーンサープラス会計を前提としている。,残余利益モデルによって株式評価額を計算する際には、期首株主資本簿価が必要である。,【５】-,2,残余利益モデルによる株主評価額は、会計手続き変更の影響を受けやすい。,残余利益モデルによる株式評価額は、会計手続き変更の影響を受けにくい。#残余利益モデルとは株主資本簿価と将来の残余利益を用いて株式の内在価値を表すモデル。残余利益モデルは、配当割引モデルのうち、将来の配当を会計数値で表現し直したモデルであるが、残余利益モデルの導出を行う前提として、クリーンサープラス 関係が成り立っている必要がある。
SECT001,Q0190,定率法による減価償却費,2016年4月1日に1200千円で取得した設備について、定率法の償却率を定額法の償却率の2.5倍に設定して（いやゆる250%償却で)計算する場合、 1年目の減価償却費はいくらですか。なお、耐用年数5年、残存価額１円とする。,500千円,240千円,480千円,600千円,【５】-,4,600千円,耐用年数5年の定率法による償却率は、1÷5(耐用年数)×2.5(250%)=0.5となる。#よって、1200千円×0.5=600千円。
SECT001,Q0200,株主に帰属するFCF,当期純利益:1000千円、運転資本の増加:800千円、減価償却費:370千円、設備投資:450千円、新規借入:500千円、借入金返済:720千円とした時、株主に帰属するフリーキャッシュフローはいくらですか。,△340千円,△100千円,800千円,1440千円,【５】-,2,△100千円,フリーキャッシュフロー・・・企業がその所有者に対して分配することが可能な現金（キャッシュ)。#株主に帰属するフリーキャッシュフロー=当期純利益 + 減価償却費 - 運転資本の増加 - 設備投資 + 新規借入 - 借入金返済##※減価償却費を足し戻す必要がある理由・・・費用として当期純利益から差し引かれているにも関わらず 実際のキャッシュは出て行かないからである。建物を耐用年数５年で５００万で購入した場合には 減価償却費は１００万費用として、当期純利益から引かれるが、実際には建物を購入した年に５００万 設備投資としてキャッシュはでていっており（-５００万）、費用として引かれる減価償却費は キャッシュとして出て行かないのに、当期純利益からひかれているため、これを足し戻す必要がある。
SECT001,Q0210,株式の内在価値,ある企業の期首株主資本簿価が900億円で、株主資本利益率が8%、株主資本コストが6%、配当性向が35%の場合、期首における株式の内在価値はいくらか。,420億円,1260億円,2250億円,3150億円,【５】-,4,3150億円,将来の配当が一定率で成長する（サステイナブル成長率）と予想される場合、株式の内在価値は下記で表される。#株式の内在価値=期首株主資本簿価+今期の予想残余利益/株主資本コスト-サステイナブル成長率=900+(900*(0.08-0.06))/(0.06-0.08*(1-0.35))=3150#分母のサステイナブル成長率は外部資金調達を行わずに，内部投資のみで実現できる成長率のことでROE×（１－配当性向)で計算できる。
SECT001,Q0220,勤務費用,55歳で入社したYさんには、定年まで5年間勤務すると100万円の退職給付が与えられる。退職給付のために会社は毎年度末に188400円の掛金を年金基金に拠出している。 中途退職はないものとする。入社1年目の勤務費用はいくらですか。ただし、期間定額基準、割引率は3%で算出すること。,134432円,157697円,177697円,188400円,【５】-,3,177697円,5年間の勤務で100万円の給付が受けられるので、1年間の勤務による将来の給付見込み額は期間定額基準によると20万円。 この20万円を3%の割引率で4%年間割り引くと勤務費用が算定される:20万円÷(1+0.03)^4→ヒント：(1+x)^n→1+xn
SECT001,Q0230,期待運用収益,55歳で入社したYさんには、定年まで5年間勤務すると100万円の退職給付が与えられる。退職給付のために会社は毎年度末に188400円の掛金を年金基金に拠出している。 中途退職はないものとする。入社2年目の期待運用収益はいくらですか。なお期待運用収益率は3%とする。,5652円,6000円,6652円,8478円,【５】-,1,5652円,入社2年目の期待運用収益は1年目末の年金資産残高（＝１年目末に拠出された掛金　×　期待運用収益率) で算定される。188400円 ×　3% =5652円
SECT001,Q0240,退職給付債務,55歳で入社したYさんには、定年まで5年間勤務すると100万円の退職給付が与えられる。退職給付のために会社は毎年度末に188400円の掛金を年金基金に拠出している。 中途退職はないものとする。 2年目末に割引率を2%に引下げた。2年目末の退職給付債務はいくらですか。,188500円,366066円,376929円,384336円,【５】-,3,376929円,2年間で獲得する将来の給付見込み額を割引率2%で3年間割引く。(百万円÷5年)×2 =40万円#40万円÷(1.02)^3 = 376929円#ヒント：(1+x)^n→1+xn
SECT001,Q0250,実質の金利,S社（決算日：3月31日）は20X1年10月1日に、V銀行から変動金利契約で百万円を借入れた。変動金利は6ヶ月円LIBOR+0.3% （半年ごとに見直し）とし、借入期間は4年である。金利変動リスクを回避するため、借入れと同時に変動金利と固定金利のスワップ契約 をF銀行と締結した。想定元本は百万円、契約期間は4年、固定金利による支払利息の金利は1.9%、変動金利による受取利息の金利は 6ヶ月円LIBOR（半年ごとに見直し）で、利払日は3月末と9月末の年2回である。 変動金利は利払日の6ヶ月円LIBORに基づいて決定する。S社の金利は実質的に何%で固定されますか。,0%,1.60%,1.90%,2.20%,【５】-,4,0.022,V銀行との契約で変動金利として百万円を6ヶ月円LIBOR+0.3%で借入。F銀行とスワップ契約として、百万円を固定金利1.9%の支払と変動金利による6ヶ月円LIBORの受取利息。よって、V銀行への支払いとF銀行からの受取利息で6ヶ月円LIBORの変動金利分が相殺されるため、V銀行への0.3%の 利息とF銀行への1.9%の利息を合算した2.2%の利息が実質の金利となる。
SECT001,Q0260,支払利息,S社（決算日：3月31日）は20X1年10月1日に、V銀行から変動金利契約で百万円を借入れた。変動金利は6ヶ月円LIBOR+0.3% （半年ごとに見直し）とし、借入期間は4年である。金利変動リスクを回避するため、借入れと同時に変動金利と固定金利のスワップ契約 をF銀行と締結した。想定元本は百万円、契約期間は4年、固定金利による支払利息の金利は1.9%、変動金利による受取利息の金利は 6ヶ月円LIBOR（半年ごとに見直し）で、利払日は3月末と9月末の年2回である。 変動金利は利払日の6ヶ月円LIBORに基づいて決定する。S社の金利は実質的に何%で固定されますか。決算日の20X2年3月31日に、6ヶ月円LIBORは2.1%であった。S社のV銀行への支払利息はいくらですか。,9000円,10500円,12000円,21000円,【５】-,3,12000円,百万円×(2.1%+0.3%)×(6ヶ月/12ヶ月) = 百万×1.2% = 12万円
SECT001,Q0270,スワップ損益,S社（決算日：3月31日）は20X1年10月1日に、V銀行から変動金利契約で百万円を借入れた。変動金利は6ヶ月円LIBOR+0.3% （半年ごとに見直し）とし、借入期間は4年である。金利変動リスクを回避するため、借入れと同時に変動金利と固定金利のスワップ契約 をF銀行と締結した。想定元本は百万円、契約期間は4年、固定金利による支払利息の金利は1.9%、変動金利による受取利息の金利は 6ヶ月円LIBOR（半年ごとに見直し）で、利払日は3月末と9月末の年2回である。 変動金利は利払日の6ヶ月円LIBORに基づいて決定する。利払日の20X2年9月30日に、6ヶ月円LIBORは2.2%であった。この時のスワップ損益（F銀行との間に生じるネットキャッシュフロー）はいくらですか。,0円,1500円,1900円,2200円,【５】-,2,1500円,F銀行への支払い：百万円×1.9%×（6ヶ月/12ヶ月）#F銀行からの受取：百万円×2.2%×（6ヶ月/12ヶ月）#よって、百万円×(2.2%+1.9%)×(6ヶ月/12ヶ月) =百万×0.15% = 1500円
[EOF],,,,,,,,,,,
