章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT001,Q0110,ソローモデル(1),ソローの経済成長モデルに関する次の記述のうち、正しくないものはどれか。,【１】減価償却率が上昇した場合、資本貯蓄水準が上昇する。,【２】資本の生産への貢献度が高まった場合、資本貯蓄水準が上昇する。,【３】貯蓄率が上昇した場合、資本貯蓄水準は上昇する。,【４】技術革新が継続的に起きた場合、資本貯蓄水準が上昇する。,【５】-,1,【１】減価償却率が上昇した場合、資本貯蓄水準が上昇する。,正解は選択肢1。#減価償却率が上昇した場合、資本の貯蓄水準は、より多額の減価償却費の計上を通して減少することになる。ソローの経済成長モデルは、新古典派成長理論のうち、ラムゼイモデルの前の理論として位置づけられるものである。
SECT001,Q0120,ソローモデル(2),ソローモデルで労働者一人当たりの資本蓄積を促すのはどれか。,【１】貯蓄率が低下した場合,【２】減価償却率が低下した場合,【３】技術進歩が停滞した場合,【４】労働力人口が成長した場合,【５】-,2,【２】減価償却率が低下した場合,正解は選択肢2。#減価償却率が低下することで、資本貯蓄が進むことになる。
SECT001,Q0130,ソロー残差,経済成長率におけるソロー残差について、正しいものはどれか。,【１】経済成長率のうち、生産要素の貢献部分以外の部分であり、全要素生産性とも呼ばれる。,【２】経済成長率を、GDPの支出項目別に要因分解した統計上の誤差のことであって、支出項目を細分化すれば理論的に消失するものである。,【３】経済成長率の四半期別対前期成長率の年度内平均と対前年度成長率の乖離幅であって、いわゆる「ゲタ」の部分である。,【４】経済成長論におけるソロー中立(資本拡大)的技術進歩の部分であって、成長会計の「知識の進歩」の部分に該当する。,【５】-,1,【１】経済成長率のうち、生産要素の貢献部分以外の部分であり、全要素生産性とも呼ばれる。,正解は選択肢1。#ソロー残差は、成長会計における技術進歩率を示している。
SECT001,Q0140,国際収支表,国際収支表の構成項目に関して、正しくないものはどれか。,【１】経常収支は、対外金融債権債務の利子・配当金の受払いを含んだ所得収支が含まれる。,【２】資本収支は、直接投資と証券投資などからなる投資収支を含む。,【３】外貨準備増減は、通貨当局の管理下にあるところの対外資産の増減を計上する項目である。,【４】貿易収支は、財貨・サービスに関する国際間取引を計上しているものである。,【５】-,4,【４】貿易収支は、財貨・サービスに関する国際間取引を計上しているものである。,正解は選択肢4。#国際収支の構成項目に関する基本的な問題である。貿易収支は財貨に関する国際間取引を計上している。サービスに関する国際間取引は、サービス収支として表示される。選択肢４以外は正しい。
SECT001,Q0150,国際収支表と対外資産負債残高表,国際収支表と対外資産負債残高表に関して、正しくないものはどれか。,【１】貿易・サービス収支に所得収支と経常移転収支を加えて経常収支を求める。,【２】前年末の対外資産残高に、本年中の経常収支と資本移転収支を加減したものが、本年末の対外資産残高である。,【３】日本企業の海外支店は、原則として非居住者となるが、海運、保険の海外支店にかぎっては居住者とみなされる。,【４】輸出入ともFOBで記載されている。,【５】-,2,【２】前年末の対外資産残高に、本年中の経常収支と資本移転収支を加減したものが、本年末の対外資産残高である。,正解は選択肢2。#国際収支表はフロー統計で、対外資産負債残高表はストック統計である。そして、対外資産負債残高表の関係を式で示すと次のようになる。#本年末対外資産残高＝前年末対外資産残高＋経常収支＋資本移転収支＋資産評価額の変化#FOBとはFree On Board (輸出入荷物の側船渡しの価格)のことである。
SECT001,Q0160,対外国債投資と国際収支への影響,我が国企業が対外直接投資を行い、海外に向上を進出させると、わが国の経常収支にいかなる影響が生ずるのか。影響と考えられる次の項目のうち、正しくないものはどれか。,【１】対外直接投資に伴う機械等の資本財の輸出が増加する。,【２】現地工場の生産開始に伴って、部品等の中間財の輸出が増加する。,【３】現地の子会社が配当をせず、資金を内部留保していると、所得収支に変化がない。,【４】現地子会社が配当を開始すると、所得収支のうち、配当金受取が増加する。,【５】-,3,【３】現地の子会社が配当をせず、資金を内部留保していると、所得収支に変化がない。,正解は選択肢3。#選択肢３では国際収支表上、いったん内部留保資金を所得収支として計上し、それを改めて投資した資本収支と考え、両建てで計上する。これは再投資収益と呼ばれる。
SECT001,Q0170,通貨危機と金融危機,通貨危機と金融危機の因果関係に関して、正しくないものはどれか。,【１】対外短期債務を多く抱える金融危機は、自国通貨減価の通貨危機において流動性危機に直面する。,【２】金融危機に直面した政府が、中央銀行に通貨を大量に発行させることによって金融危機を救済したとき、自国通貨減価の通貨危機に直面する。,【３】外国通貨建て債務を多く抱える金融機関は、自国通貨減価の通貨危機において債務超過に直面する。,【４】先進国で金利が上昇すると、新興国から資本が流出して、通貨減価圧力が働くとともに、対外債務を多く抱える金融危機が流動性不足に直面する。,【５】-,3,【３】外国通貨建て債務を多く抱える金融機関は、自国通貨減価の通貨危機において債務超過に直面する。,正解は選択肢3。#自国通貨建て債券と外国通貨建て債務を多く抱える金融機関が、自国通貨減価の通貨危機において債務超過に直面することになる。
SECT001,Q0180,マンデルフレミングモデルの政策効果,マンデルフレミングモデルにもとづいて、完全資本移動下において民間経済主体が為替相場について静学的予想を持つ場合、固定相場制を前提にしたとき、政策効果に関して正しいものはどれか。,【１】金融緩和政策は、金利低下圧力を通じて自国通貨を減価させる。そのため、不胎化政策を伴う外国為替介入で通貨供給量は一層増加する。,【２】金融緩和政策は、金利低下圧力を通じて自国通貨を減価させる。そのため、不胎化政策を伴う外国為替介入で通貨供給量は元の水準に戻る。,【３】財政拡張政策は、金利低下圧力を通じて自国通貨を減価させる。そのため、不胎化政策を伴う外国為替介入で貨幣供給量は増加する。,【４】財政拡張政策は、金利低下圧力を通じて自国通貨を増価させる。そのため、不胎化政策を伴う外国為替介入で貨幣供給量は増加する。,【５】-,2,【２】金融緩和政策は、金利低下圧力を通じて自国通貨を減価させる。そのため、不胎化政策を伴う外国為替介入で通貨供給量は元の水準に戻る。,正解は選択肢2。#不胎化政策を伴うので、貨幣供給量に変化があるとする記述は誤りである。また、財政拡張政策は金利を上昇させるため、その点からも選択肢３の記述は誤っている。選択肢２は自国通貨の減価に対して、外国通貨売り・自国通貨買いの介入を実施するため、この外国為替介入が当初の金融緩和を相殺してしまうことになるので、正しい。
SECT001,Q0190,為替介入,我が国の為替介入に関する記述のうち、正しくないものはどれか。,【１】為替介入は財務省が決定して、日銀が委託を受けて為替の売買を実施する。,【２】為替介入による影響を放置する場合を不胎化介入という。,【３】ドル買いの非不胎化介入では、外貨準備が増価するとともに、ベースマネーが減少するため、金利が上昇する。,【４】外貨買い入れの円資金は、外国為替資金特別会計が短期証券を発行して調達する。,【５】-,3,【３】ドル買いの非不胎化介入では、外貨準備が増価するとともに、ベースマネーが減少するため、金利が上昇する。,正解は選択肢3。#選択肢３は非不胎化でドル買い介入したとき、円を売ることになるのでベースマネーは増加する。結果として金利は低下する。為替介入による影響とは、市場に供給されるマネーの増減による影響である。
SECT001,Q0200,Jカーブ,Jカーブ効果に関して、正しくないものはどれか。,【１】自国通貨の減価が当初は貿易収支を悪化させる。,【２】為替レートの変化に対して、輸出数量と輸入数量がゆっくりとしか反応しないために生ずる。,【３】自国通貨の減価が貿易収支改善に与えるプロセスは６ヶ月から１年程度かかる。,【４】マーシャル・ラーナー条件が最終的に成り立たない場合である。,【５】-,4,【４】マーシャル・ラーナー条件が最終的に成り立たない場合である。,正解は選択肢4。#当初マーシャルラーナー条件が成り立たないことから、貿易収支はいっそう悪化するが、マーシャルラーナー条件が成立し、貿易収支が改善に向かうことで、貿易収支の値がJカーブの軌跡を描くことになる。従って、最終的に成り立たないとする選択肢４が誤りである。
[EOF],,,,,,,,,,,
