章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT005,Q0110,GDPと寄与度,実質GDPの内訳である「民間在庫増」の値が負であるとき、正しい記述はどれか。,【１】技術進歩による在庫品の陳腐化によって、その実質価値が低下した。,【２】デフレで在庫品の価格が下落した。,【３】在庫品の増加は企業の負担増となり、結果的にGDPを減少させることになる。,【４】企業が手持ちの在庫量を減らした。,【５】-,4,【４】企業が手持ちの在庫量を減らした。,正解は選択肢4。#選択肢１については、GDPがフローデータの集計であることから反映されない。#選択肢２については、実質GDPデータなので価格変化は反映されない。#素直に選択肢４が正解と判断する。
SECT005,Q0120,SNAと国際収支統計,次の記述のうち、正しいものはどれか。,【１】国内総生産と総支出勘定上の「財貨・サービスの純輸出」は、国際収支統計の貿易収支と一致する。,【２】国内総生産と総支出勘定の「海外からの所得(純)」は、国際収支統計の所得収支と一致する。,【３】国際収支統計の経常移転収支は、国内総生産と総支出勘定の「財貨･サービスの純輸出」から「海外からの所得(純)」を控除したものに等しい。,【４】国際収支統計の経常収支は、国内総生産と総支出勘定の「財貨・サービスの純輸出」に「海外からの所得(純)」を加えたものに等しい。,【５】-,2,【２】国内総生産と総支出勘定の「海外からの所得(純)」は、国際収支統計の所得収支と一致する。,正解は選択肢2。#SNAとはSystem of National Accountsの略。国民経済計算体系と呼ばれる。内容は、「一国経済の全貌を描写するために、一定の概念・定義に基づき体系化された様々な統計データの集合体」である。#　具体的に、国民所得統計、産業関連表、国際収支表、資金循環勘定、国民貸借対照表の5つの表で構成されている。#　経済分析を行う上では極めて有用な情報である。###【SNAベース】#国民経済余剰＝経常海外余剰＋海外からの経常移転(純)#経常海外余剰＝財貨･サービスの純輸出＋海外からの所得(純)##【国民収支統計】#経常収支＝貿易・サービス収支＋所得収支＋経常移転収支#貿易サービス収支＝貿易収支＋サービス収支###【SNAと国際収支統計の関係】#(以下、左がSNA、右が国民収支統計】#財貨・サービスの純輸出＝貿易・サービス収支#海外からの所得(純)＝所得収支#海外からの経常移転(純)＝経常移転収支
SECT005,Q0130,GDPデフレータ,GDPデフレータに関する記述で、次のうち正しいものはどれか。,【１】GDPデフレータはGDP構成項目の価格をGDP構成項目のウェイトで加重平均した値である。,【２】GDPデフレータは、消費者物価指数や企業物価指数等の各種物価指数を用いてそれぞれの品目にかかる物価指数を計算し、これを合成することで得られる物価指数である。,【３】GDPデフレータを用いることで、雇用者報酬、営業余剰・混合所得などの国民所得の構成項目を実質ベースの値に引き直し、適切に分析できるようになる。,【４】GDPデフレータは、国内概念をベースにしたものであるため、輸出入物価の変動の影響は受けない。,【５】-,1,【１】GDPデフレータはGDP構成項目の価格をGDP構成項目のウェイトで加重平均した値である。,正解は選択肢1。#GDPデフレータは「名目GDP/実質GDP」である。#分子の名目GDPは各構成項目の名目値の合計からなるが、各構成項目の名目値は、実質値と価格の積である。#選択肢２は全く異なる。#選択肢３はGDPデフレータによっては、国民所得の各構成項目を実質化することはできない。むしろ各項目の実質値をベースにしてGPDデフレータが表現される。#選択肢４は、GDPが財貨・サービスの輸出入をその構成項目として含んでいるために、輸出入の物価が変動すれば影響を受けることになる。#従って、選択肢１が正しい。
SECT005,Q0140,名目・実質GDPとGDPデフレータ,国内における景気は過熱しており、完全雇用均衡を実現していると想定してみよう。こうした状況のもとで、国内需要が増加した場合にどのような影響が生じるのか。次のうち正しいものはどれか。,【１】輸入が増加しないとすれば、国内需要の増加は、実質、名目ともにGDPの増加要因となる。,【２】輸入増がないとすると、国内製品価格の上昇によって、GDPデフレータの上昇だけをもたらす。,【３】国内における需要増加の一部が輸入によってまかなわれた場合、わが国の実質GDPの減少要因となる。,【４】国内における需要増加によって国内製品価格が上昇し、この結果、海外の製品の価格競争力が増すことを通じて輸入量が増加して国内製品の需要量が減っても、国内需要の名目額の大きさ自体には変化がないことから名目GDPには影響を与えない。,【５】-,3,【３】国内における需要増加の一部が輸入によってまかなわれた場合、わが国の実質GDPの減少要因となる。,正解は選択肢3。#選択肢１については、完全雇用均衡が実現しているという想定をおいている以上、実質GDPはそれ以上拡大しない。#選択肢２については、GDPデフレータの上昇以外に名目GDPも拡大する。#選択肢３については、GDPの構成項目の加減算から明らかである。すなわち、輸入はGDPの構成項目としてマイナス項目である。#選択肢４については、輸入量が拡大すれば名目値でもGDPは減少する。
SECT005,Q0150,資金循環統計,政府部門、企業部門、家計部門の貯蓄投資バランス(＝資金過不足)と経常収支の関係として、ありえない組合せは次のうちどれか。#なお、順番は政府、企業、家計、経常収支の順番である。,【１】赤字、赤字、赤字、赤字,【２】赤字、黒字、赤字、赤字,【３】赤字、赤字、黒字、赤字,【４】赤字、赤字、赤字、黒字,【５】-,4,【４】赤字、赤字、赤字、黒字,正解は選択肢4。#政府、企業、家計の各バランス合計が黒字の場合(資金余剰)、海外部門は赤字(資金不足)、政府、企業、家計の各バランス合計が赤字の場合、海外部門は黒字(資金余剰)、そして、海外部門の資金不足は自国の経常収支黒字を表している。#一方、海外部門の資金余剰は時刻の経常収支赤字をあらわしている。#従って、資金循環構造あるいは貯蓄投資バランスの観点から、選択肢４の組合せはありえない。
SECT005,Q0160,わが国の資金循環構造(1),わが国の1990年代後半以降の資金循環の特徴として、正しいものはどれか。,【１】高齢化の進展により、老後資金を必要とすることから、家計の資金余剰の対GDP比が拡大した。,【２】消費税率の引上げや社会保険料率の引上げによって、政府部門の資金不足は大幅に縮小した。,【３】債務の圧縮や設備投資の低迷などのため、企業部門が資金不足から資金過剰に変わった。,【４】日本企業の国際競争力の低下によって、海外部門は資金不足から資金余剰になった。,【５】-,3,【３】債務の圧縮や設備投資の低迷などのため、企業部門が資金不足から資金過剰に変わった。,正解は選択肢3。#選択肢１について、家計の資金余剰は緩やかながら徐々に縮小している。#選択肢２について、政府部門の資金不足は拡大している。#選択肢３はその通り。#選択肢４はわが国の経常収支は一貫して黒字であることから、海外部門も一貫して資金不足である。
SECT005,Q0170,わが国の資金循環構造(2),最近の日本の資金循環統計に関して、正しくないものは次のうちどれか。,【１】家計部門は、貯蓄が実物投資を上回っており、継続的に資金余剰である。,【２】企業部門は、ここ数年企業収益＋減価償却が実物投資を上回っており、資金余剰である。,【３】政府部門は、最近の景気対策重視の姿勢を受け財政赤字で、資金不足である。,【４】海外部門は、日本の経常収支が黒字になっているため、継続的に資金余剰である。,【５】-,4,【４】海外部門は、日本の経常収支が黒字になっているため、継続的に資金余剰である。,正解は選択肢4。#資金循環統計では、わが国の経常収支の黒字は海外部門の資金不足として現れる。
SECT005,Q0180,わが国の家計金融資産の特徴,わが国の家計金融資産の特徴に関して、正しいものはどれか。,【１】株式や投資信託など元本の保証のない商品を回避し、国債など安全な債券の保有が多い。,【２】現金や預貯金の割合が高く、その中でも郵便貯金のウェイトが高い。,【３】長期的に株価が上昇してきたので、株式のウェイトも上昇してきた。,【４】家計は貯蓄率が高く、資金の出し手であり、負債をほとんど保有していない。,【５】-,2,【２】現金や預貯金の割合が高く、その中でも郵便貯金のウェイトが高い。,正解は選択肢2。#わが国の家計は、国債など債券保有の割合も少なく、株式ウェイトが上昇してきたということもなく、住宅ローンなどを保有しているので負債がほとんどないということもない。
SECT005,Q0190,輸入制限,牛肉に輸入制限によってどのような影響が生じるのかに関して、次のうち正しいものはどれか。,【１】牛肉の価格と豚肉の価格の両方が下落する。,【２】牛肉の価格は上昇するものの、豚肉の価格は下落する。,【３】牛肉の価格は下落するものの、豚肉の価格は上昇する。,【４】牛肉の価格と豚肉の価格の両方が上昇する。,【５】-,4,【４】牛肉の価格と豚肉の価格の両方が上昇する。,正解は選択肢4。#牛肉の輸入制限によって、牛肉の供給曲線は左方にシフトする。その結果、需要曲線と供給曲線の交点の高さである牛肉の価格は上昇する。一方、牛肉に向かっていた需要は豚肉に向かうため、豚肉の需要曲線は右方にシフトし、豚肉の価格(交点の高さ)も上昇することになる。
SECT005,Q0200,需要の価格弾力性,需要の価格弾力性について述べた次の文章のうち、正しいものは次のうちどれか。,【１】ある財の需要の価格弾力性が１より小さいとき、その財の価格が上昇すると、消費者の支出金額は増加する。,【２】ある財の需要の価格弾力性が１のとき、その財の価格が上昇すると、消費者の支出金額は増加する。,【３】ある財の需要の価格弾力性が１より大きいとき、その財の価格が上昇すると、消費者の支出金額は増加する。,【４】ある財の需要の価格弾力性が０のとき、その財が上昇しても、消費者の支出金額は変わらない。,【５】-,1,【１】ある財の需要の価格弾力性が１より小さいとき、その財の価格が上昇すると、消費者の支出金額は増加する。,正解は選択肢1。#需要の価格弾力性が１より大きいとき、財の価格が上昇すれば消費者の支出金額は減少する。価格の上昇率以上に需要量が減少するからである。#需要の価格弾力性が１のときは、支出金額は一定である。#需要の価格弾力性が１より小さいときは、価格上昇によって支出金額は増加する事になる。需要の価格弾力性は財に対する需要量の変化率を、当該財の価格の変化率で除した値に−１を掛けた値である。
[EOF],,,,,,,,,,,
