章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT004,Q0110,無差別曲線,２つの財に関する無差別曲線の性質について、次のうち正しくないものはどれですか。,【１】無差別曲線どうしは、お互いに交わらない。,【２】無差別曲線の間隔は、右上に行くほど広くなる。,【３】無差別曲線は、右上に行くほど高い効用を示す。,【４】無差別曲線は、原点に対して凸の形状である。,【５】-,2,【２】無差別曲線の間隔は、右上に行くほど広くなる。,正解は選択肢2。#選択肢１、３、４は無差別曲線の基本的性質に関する記述。選択肢２はそのような必然性はない。
SECT004,Q0120,代替効果,X財とY財に関する消費者の無差別曲線と予算線を想定する。X財の価格が低下した場合、それぞれの財に対する需要の変化に関して誤っているものは次のうちどれか。,【１】X財に対する需要は、代替効果と所得効果のいずれによっても増加している。,【２】代替効果によってX財に対する需要は減少したものの、所得効果によってX財の需要が増加したため、結果的にX財の需要は増加した。,【３】代替効果によってY財に対する需要が減少したものの、所得効果によってY財に対する需要が増加したため、結果的にY財の需要は増加した。,【４】Y財に対する需要が増加しているのは、所得効果による影響である。,【５】-,2,【２】代替効果によってX財に対する需要は減少したものの、所得効果によってX財の需要が増加したため、結果的にX財の需要は増加した。,正解は選択肢2。#ある財の価格が下落すると、代替効果によってその財の需要は増加する。相対的に価格が上昇した財(この問題ではY財)については、代替効果についてその財の需要は減少する。#所得効果がどのように作用するかは、その財の性質によって異なる。
SECT004,Q0130,財の性質,消費者行動に関連して、財の性質として正しいものは次のうちどれか。,【１】ギッフェン財は、価格が下がるほど需要が減少する財であり、下級財の一種であるが、特に所得効果が強く働く財である。,【２】財の価格が下がったときに需要が減少する財は下級財であり、価格が上がった時に需要が増加する財は上級財である。,【３】一方の財の価格が上昇したときに、他の財の需要を増加させるとき、両財は粗補完財の関係にある。,【４】一方の財の価格が上昇したときに、他の財の需要を減少させるとき、両財は粗代替財の関係にある。,【５】-,1,【１】ギッフェン財は、価格が下がるほど需要が減少する財であり、下級財の一種であるが、特に所得効果が強く働く財である。,正解は選択肢1。#それぞれの財の定義をここで確認する。所得が増加するにつれて、その需要が拡大する財を上級財(正常財)と呼ぶ。一方、所得の増加とともに需要が減少する財を下級財(劣等財)と呼ぶ。#ギッフェン財は価格が下がれば下がるほど需要が減少する財である。価格が下落した財の需要が増加することを代替効果と呼ぶが、下級財の一種であるギッフェン財は、所得効果による需要のマイナスが強く作用して、価格が下がった時に需要が減少するのである。#選択肢３と４は、粗補完財と粗代替財が入れ替われば正しい。
SECT004,Q0140,投資行動を規定する要因,投資に関して正しくないものはどれか。,【１】企業が資金制約に直面しているとき、手元流動性が高まれば設備投資は増大することになる。,【２】法人税について、経費に算入できる減価償却率が低下するとき、設備投資は増大する。,【３】翌年に法人税増税をすると政府の発表によって、今年の設備投資が増える。,【４】将来における産出量の増加が期待されると、設備投資は増える。,【５】-,2,【２】法人税について、経費に算入できる減価償却率が低下するとき、設備投資は増大する。,正解は選択肢2。#企業の設備投資の多寡に影響を与えうる要因についてまとめる。#・資金量。具体的に、手持ち資金量あるいは銀行の融資姿勢など資金調達の容易さ。#・税制面での優遇措置。早期償却の特例など。今後の税制の動向など。#将来の需要あるいは売上高予測。#この問題については、選択肢２は税制の優遇が薄れるので設備投資がしにくくなる。
SECT004,Q0150,資本の限界効率,ケインズの投資理論は、資本の限界効率ということを前提に成り立っている。資本の限界効率表について、述べた次の文章のうち、正しいものはどれか。,【１】資本の限界効率表は、企業の投資計画をベースにして作成されるために、極めて安定したものである。,【２】資本の限界効率表は、縦軸に利子率、横軸に投資量をとった座標軸上で右下がりの形状を持った曲線である。,【３】資本の限界効率表は、投資が利子率に対して非弾力的であるときには、横軸に対して垂直になる。,【４】資本の限界効率表は、楽観的な見通しを持った企業家が増加すると下方にシフトする。,【５】-,2,【２】資本の限界効率表は、縦軸に利子率、横軸に投資量をとった座標軸上で右下がりの形状を持った曲線である。,正解は選択肢2。#選択肢１について、資本の限界効率表は企業家の見通しが楽観的になったり悲観的になったりしただけでも容易にシフトし、極めて安定しているということはない。選択肢２について、厳密には資本の限界効率表の縦軸は資本の限界効率であって利子率ではない。縦軸に利子率をとるのは投資関連のグラフであるが、本問題の回答である。#選択肢３について、投資が利子率に対して非弾力的であるときに、横軸に対して垂直になるのは、利子率に依存した投資関連のグラフであって、投資の限界効率表ではない。#選択肢４は企業家が楽観的見通しをもったときには資本の限界効率を高めに見積もるために資本の限界効率表は下方にではなく上方にシフトする。
SECT004,Q0160,企業価値最大化と設備投資(1),企業は自社の「株価の最大化」を行動原理として設備投資に関する意思決定を行う。株価最大化を目的とする設備投資の拡張に関して、正しいものは次のうちどれか。,【１】投資の限界効率が借入金利と等しくなる額まで投資を行う。,【２】投資の限界効率が資本コストに等しくなる額まで投資を行う。,【３】投資の限界効率がプライムレートに等しくなる額まで投資を行う。,【４】資本の限界効率が株式の配当利回りに等しくなる額まで投資を行う。,【５】-,2,【２】投資の限界効率が資本コストに等しくなる額まで投資を行う。,正解は選択肢2。#投資の限界効率とは、投資１単位当たり増加した場合に得られる利益を示す。この場合のトータルのコストは投資資金に係る金利のみではなく、たとえば減価償却費等のコストも含み、こうしたコストを資本コストという。個別経済主体の行動原理をベースとするミクロ経済学的な考え方であって、ケインズの資本の限界効率に係る議論と区別して理解したい。
SECT004,Q0170,企業価値最大化と設備投資(2),市場価値を最大化するという前提で、投資に関して正しくないものは次のうちどれか。,【１】利子率が上昇すると、投資は減少する。,【２】減耗率が高くなると、粗投資は減少する。,【３】GDPの成長率が高まると、今後の売上が増えると予想されることから、投資は増加する。,【４】借入制約があるときは、内部資金が多いほど投資が多くなる。,【５】-,2,【２】減耗率が高くなると、粗投資は減少する。,正解は選択肢2。#この問題の選択肢のいずれもが投資の増減を規定する要因と考えられるものである。このうち、選択肢２の粗利益とは、準投資額(実際の投資額)と減耗費との合計である。減耗費の増加は資本コストの増大を意味するので純投資を減少させることになる。結果として純投資と減耗費の合計である粗投資が減少するかどうかは分からないので答えは２となる。#他の選択肢は正しい。選択肢３は加速度原理をイメージする。
SECT004,Q0180,資本コスト,資本コストに関して、正しくないものは次のうちどれか。,【１】資本コストより低い期待利益率の投資を行った場合には株価は下落することになる。,【２】法人税を考慮した場合、負債比率を上げると資本コストは低下する。,【３】内部留保の資本コストはゼロと考えられるので、内部留保は最も低いコストの資金源である。,【４】企業にとって、法人税を無視するとすれば、資本コストは株式期待収益率と負債利子率との加重平均である。,【５】-,3,【３】内部留保の資本コストはゼロと考えられるので、内部留保は最も低いコストの資金源である。,正解は選択肢3。#内部資金であっても、他に投資したとすれば得られたであろう利益を犠牲にしている(機会利益の喪失)という点でコストはゼロではない。他の選択肢については、資本コストに関する記述としていずれも正しいので覚えておきたい。
SECT004,Q0190,トービンのqの意義,トービンのqに関して、正しくないものはどれか。,【１】トービンのqは、企業総価値をその企業の再取得価額で除した値である。,【２】トービンのqは資本利潤率を資本コストで割った比率になる。,【３】トービンのqは常に１になるはずであり、それが１を下回っている場合には企業の株価は過小に評価されている。,【４】トービンのqが高いとき、企業の設備投資は増大する。,【５】-,3,【３】トービンのqは常に１になるはずであり、それが１を下回っている場合には企業の株価は過小に評価されている。,正解は選択肢3。#選択肢３について、qは調整費用等を考慮すると必ずしも１にはならない。
SECT004,Q0200,トービンのqと投資の拡大,トービンのq理論によって、投資が拡大するのはどれか。,【１】株価が下がる。,【２】法人税が減税される。,【３】実質利子率が上昇する。,【４】調整費用が増大する。,【５】-,2,【２】法人税が減税される。,正解は選択肢2。#選択肢１は、株価の低下が企業価値の減少を意味するものであればqが減少するので投資は増えない。#選択肢２は、法人税が減税されることで、企業価値が高まればqの値が増加して投資が増える。#選択肢３と４はqとは関係がない。
[EOF],,,,,,,,,,,
