章番号,問題番号,分類名称,問題文,借方,金額,貸方,金額,語群01,語群02,語群03,語群04,語群05,語群06,語群07,語群08,語群09,語群10,語群11,語群12,解説本文
SECT005,Q0211,債権債務等,-,現金,100,-,-,現金,交際費,仮払金,預り金,未払金,未収金,-,-,-,-,-,-,-
SECT005,Q0220,債権債務等,出張中の従業員が帰店し、仮払いを行っていた￥500について精算するとともに残金は戻入れた。なお、￥300については旅費交通費、￥100については雑費として処理する。,旅費交通費,300,仮払金,500,旅費交通費,雑費,仮払金,仮受金,現金,預り金,-,-,-,-,-,-,仮払いを行なっていた費用が確定した際には「仮払金」を取り崩し、正しい費用を計上します。#よって、#（借方）旅費交通費300「費用の増加」#（借方）雑費100「費用の増加」#（借方）現金100「資産の増加」#（貸方）仮払金500「資産の減少」#となります。# #オマケ情報#接待にかかった費用は「交際費」、出張にかかった費用は「旅費交通費」、その他の細かい費用は諸々「雑費」という費用でまとめてそれぞれ仕訳をします。
SECT005,Q0221,債権債務等,-,雑費,100,-,-,旅費交通費,雑費,仮払金,仮受金,現金,預り金,-,-,-,-,-,-,-
SECT005,Q0222,債権債務等,-,現金,100,-,-,旅費交通費,雑費,仮払金,仮受金,現金,預り金,-,-,-,-,-,-,-
SECT005,Q0230,債権債務等,出張中の従業員が帰店し、仮払いを行っていた￥700については次のように精算するとともに、残金は現金で支払った。旅費交通費￥800、雑費￥100。,旅費交通費,800,仮払金,700,旅費交通費,雑費,仮払金,仮受金,現金,預り金,-,-,-,-,-,-,仮払いを行なっていた金額が実際に掛かった費用に足りなかった場合、精算の際に追加で現金等を支払うことになります。#よって、#（借方）旅費交通費800「費用の増加」#（借方）雑費100「費用の増加」#（貸方）仮払金700「資産の減少」#（貸方）現金200「資産の減少」#となります。
SECT005,Q0231,債権債務等,-,雑費,100,現金,200,旅費交通費,雑費,仮払金,仮受金,現金,預り金,-,-,-,-,-,-,-
SECT005,Q0240,債権債務等,出張中の従業員より￥100の当座振込があったが、その内容は不明である。,当座預金,100,仮受金,100,現金,当座預金,支払手形,仮受金,前受金,仕入,-,-,-,-,-,-,内容（理由）が不明の現金の授受や振込があった場合、その内容が判明するまでは「仮受金」（負債）勘定により仕訳することになります。#よって、#（借方）当座預金100「資産の増加」#（貸方）仮受金100「負債の増加」#となります。# #オマケ情報#内容が不明の場合、正しく仕訳を計上することができませんが、実際に現金の授受や振込等が行われてしまっている以上、何らかの仕訳（借方：現金や借方：当座預金等）をしなければなりません。#また、とりあえず受け取ったものの、もしかしたら間違えだったので返さなくてはならなくなってしまう、なんてことも考えられます。#そこで、内容が判明するまで、一時的に「仮受金」という負債勘定を仕訳することになるのです。
SECT005,Q0250,債権債務等,以前仮受金で処理していた￥800の内訳は、次の通りであった。#得意先A商店からの商品の内金代金￥500、貸付金の回収額￥200、貸付金の経過利息￥100,仮受金,800,前受金,500,前受金,仮受金,支払利息,受取利息,仮払金,貸付金,-,-,-,-,-,-,以前仮受金で処理をしていた入金について、その内容が判明した場合、仮受金を取り崩し、正しい内容の仕訳をすることになります。#よって、#（借方）仮受金800「負債の減少」#（貸方）前受金500「負債の増加」#（貸方）貸付金200「資産の減少」#（貸方）受取利息100「収益の増加」#となります。
SECT005,Q0251,債権債務等,-,-,-,貸付金,200,前受金,仮受金,支払利息,受取利息,仮払金,貸付金,-,-,-,-,-,-,-
SECT005,Q0252,債権債務等,-,-,-,受取利息,100,前受金,仮受金,支払利息,受取利息,仮払金,貸付金,-,-,-,-,-,-,-
[EOF],,,,,,,,,,,,,,,,,,,,
