章番号,問題番号,分類名称,問題文,借方,金額,貸方,金額,語群01,語群02,語群03,語群04,語群05,語群06,語群07,語群08,語群09,語群10,語群11,語群12,解説本文
SECT007,Q0070,決算整理等,得意先A商店が倒産し、売掛金￥400が回収不能となった。なお、貸倒引当金の残高はない。,貸倒損失,400,売掛金,400,貸倒引当金繰入,貸倒引当金戻入,貸倒損失,貸倒引当金,売掛金,売上,-,-,-,-,-,-,貸倒引当金を計上している場合に、実際に貸倒れた場合、売掛金等を減少させ、代わりに計上していた貸倒引当金を減少させます。#また、貸倒引当金の金額が足りない場合、「貸倒損失」勘定（費用）を計上します。#よって、#（借方）貸倒損失400「費用の増加」#（貸方）売掛金400「資産の減少」#となります。
SECT007,Q0080,決算整理等,決算につき備品の減価償却を間接法によって計上する。なお、1年間の減価償却費は￥360と計算されたが、当期は、備品の供用日から決算までに10か月が経過している。,減価償却費,300,減価償却累計額,300,減価償却費,備品,建物,減価償却累計額,仕入,売上,-,-,-,-,-,-,決算時において、備品の減価償却を間接法で行う場合、借方に減価償却費を計上し、貸方に減価償却累計額を計上します。#また、10か月間の使用であるため金額は「360÷12か月×10か月＝300」となります。#よって、#（借方）減価償却費300「費用の増加」#（貸方）減価償却累計額300「資産の控除項目の増加」#となります。# #オマケ情報#建物、備品や車両運搬具等長期間に渡って使用される（販売用でない）資産のことを「固定資産」と呼びます。#これらの固定資産は使用に伴って価値が減少していく（これを「減価」と言います）と考え、これを仕訳により表します。#その際には借方に減価償却費を計上しますが、貸方の勘定は2通りの方法があります。#1つ目は「直接法」で、建物や備品勘定を直接減少させる方法です。#2つ目は「間接法」（本問）で、直接減少させる代わりに「減価償却累計額」という固定資産勘定を間接的にマイナスする評価勘定を計上します。#なお、本問のように、備品の使用期間が1年でない場合、「月割」で計算します。
SECT007,Q0090,決算整理等,決算につき備品の減価償却を直接法によって計上する。なお、1年間の減価償却費は￥360と計算されたが、当期は、備品の供用日から決算までに10か月が経過している。,減価償却費,300,備品,300,減価償却費,備品,建物,減価償却累計額,仕入,売上,-,-,-,-,-,-,決算時において、備品の減価償却を直接法で行う場合、借方に減価償却費を計上し、貸方に備品（資産の減少）を仕訳します。#また、10か月間の使用であるため金額は「360÷12か月×10か月＝300」となります。#よって、#（借方）減価償却費300「費用の増加」#（貸方）備品300「資産の減少」#となります。
SECT007,Q0100,決算整理等,A商店は、決算整理後の仕入勘定￥500、給料勘定￥400の残高を損益勘定に振替えた。,損益,900,仕入,500,仕入,給料,資本金,損益,売上,売掛金,-,-,-,-,-,-,決算整理後の費用、収益勘定は全て「損益」勘定に振り替えます。#よって、#（借方）損益900「費用の損益振替」#（貸方）仕入500「費用の減少」#（貸方）給料400「費用の減少」#となります。
SECT007,Q0101,決算整理等,-,-,-,給料,400,仕入,給料,資本金,損益,売上,売掛金,-,-,-,-,-,-,-
SECT007,Q0110,決算整理等,A商店は当期純利益￥600を計上した。資本金勘定に振替えるための仕訳を行いなさい。,損益,600,資本金,600,仕入,給料,資本金,損益,売上,売掛金,-,-,-,-,-,-,費用、収益が集められた損益勘定の残高（借方なら当期純損失、貸方なら当期純利益と呼びます）は最終的に資本金勘定に振り替えられます。#本問では当期純利益という言葉から収益の金額の方が多かった（貸方に残高がある）場合であるということが分かります。#よって、#（借方）損益600「当期純利益の資本振替」#（貸方）資本金600「資本の増加」#となります。
SECT007,Q0120,決算整理等,A商店と当期純損失￥300を計上した。資本金勘定に振替えるための仕訳を行いなさい。,資本金,300,損益,300,仕入,給料,資本金,損益,売上,売掛金,-,-,-,-,-,-,費用、収益が集められた損益勘定の残高（借方なら当期純損失、貸方なら当期純利益と呼びます）は最終的に資本金勘定に振り替えられます。#本問では当期純損失という言葉から費用の金額の方が多かった（借方に残高がある）場合であるということが分かります。#よって、#（借方）資本金300「資本の減少」#（貸方）損益300「当期純損失の資本振替」#となります。
SECT007,Q0130,決算整理等,A商店は、建物の修繕費（収益的支出）￥200と改造費（資本的支出）￥700を現金で支払った。,修繕費,200,現金,900,現金,当座預金,修繕費,建物,売上,売掛金,-,-,-,-,-,-,建物等を修繕（原状回復）した場合には「修繕費」を計上し、改造（元より価値が増加）した場合には「建物等」を計上します。#よって、#（借方）修繕費200「費用の増加」#（借方）建物700「資産の増加」#（貸方）現金900「資産の減少」#となります。#　#オマケ情報#修繕のための支出を「収益的支出」、改造（価値の増加）のための支出を「資本的支出」と呼びます。
SECT007,Q0131,決算整理等,-,建物,700,-,-,現金,当座預金,修繕費,建物,売上,売掛金,-,-,-,-,-,-,-
SECT007,Q0140,決算整理等,A商店は建物￥800を購入し、仲介手数料￥100ともに小切手を振出して支払った。,建物,900,当座預金,900,現金,当座預金,修繕費,建物,支払手数料,租税公課,-,-,-,-,-,-,建物を取得するために必要な費用（付随費用）は建物の金額に含めて仕訳をします。#よって、#（借方）建物900「資産の増加」#（貸方）当座預金900「資産の減少」#となります。#　#オマケ情報#何かを取得するために必要不可欠な費用を「付随費用（仲介手数料や据付費等）」と呼びます。#この付随費用は、元になった資産の金額に含めます。#ここで、元になった資産の直接的に必要な金額に、付随費用を合計した金額のことを「取得原価」と呼びます。
SECT007,Q0150,決算整理等,A商店は備品￥500を購入し、据付費￥100とともに小切手を振出して支払った。,備品,600,当座預金,600,現金,当座預金,修繕費,備品,支払手数料,租税公課,-,-,-,-,-,-,備品を取得するために必要な費用（付随費用）は備品の金額に含めて仕訳をします。#よって、#（借方）備品600「資産の増加」#（貸方）当座預金600「資産の減少」#となります。
SECT007,Q0160,決算整理等,A商店は自動車￥800を購入し、自動車取得税￥100とともに小切手を振出して支払った。,車両運搬具,900,当座預金,900,現金,当座預金,修繕費,車両運搬具,支払手数料,租税公課,-,-,-,-,-,-,車両運搬具を取得するために必要な費用（付随費用）は車両運搬具の金額に含めて仕訳をします。#よって、#（借方）車両運搬具900「資産の増加」#（貸方）当座預金900「資産の減少」#となります。
SECT007,Q0170,決算整理等,A商店は、平成10年1月1日に購入した備品を平成13年3月31日に￥600で売却し、現金を受取った。なお、備品の取得原価は￥800、前期末までの減価償却累計額は￥300、当期首から売却までの減価償却費は￥100である。また間接法で記帳しており、決算日は12月31日である。,減価償却累計額,300,備品,800,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,備品（間接法）を売却した場合、備品に関して計上されている備品及び減価償却累計額を減少（借方に減価償却累計額、貸方に備品）させ、当期首から売却までの期間の減価償却費を計上（借方に減価償却費）します。#上記の仕訳に加えて、受け取った対価の仕訳（本問では借方に現金）をし、最終的な差額を「固定資産売却損又は益」とします。#よって、#（借方）減価償却累計額300「資産の控除項目の減少」#（借方）減価償却費100「費用の増加」#（借方）現金600「資産の増加」#（貸方）備品800「資産の減少」#（貸方）固定資産売却益200「収益の増加」#となります。#　#オマケ情報#備品（間接法）を売却した場合、売却時点の備品の価値（帳簿価額）と受け取った現金等の差額を「固定資産売却損又は益」とする、と考えることができます。#帳簿価額は、「固定資産－減価償却累計額（過去の減価償却費）－当期の減価償却費＝帳簿価額」として求めることができます。
SECT007,Q0171,決算整理等,-,減価償却費,100,固定資産売却益,200,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,-
SECT007,Q0172,決算整理等,-,現金,600,-,-,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,-
SECT007,Q0180,決算整理等,A商店は、平成10年1月1日に購入した備品を平成13年3月31日に￥100で売却し、現金を受取った。なお、備品の取得原価は￥800、前期末までの減価償却累計額は￥300、当期首から売却までの減価償却費は￥100である。また直接法で記帳しており、決算日は12月31日である。,減価償却費,100,備品,500,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,備品（直接法）を売却した場合、備品に関して計上されている備品（直接法のため取得原価-減価償却累計額）を減少（貸方に備品）させ、当期首から売却までの期間の減価償却費を計上（借方に減価償却費）します。#上記の仕訳に加えて、受け取った対価の仕訳（本問では借方に現金）をし、最終的な差額を「固定資産売却損又は益」とします。#よって、#（借方）減価償却費100「費用の増加」#（借方）現金100「資産の増加」#（借方）固定資産売却損300「費用の増加」#（貸方）備品500「資産の減少」#となります。#　#オマケ情報#直接法の場合、備品勘定の金額は「取得原価-減価償却累計額（前期末までの減価償却費の合計）」が計上されています。#この場合、売却時点の備品の価値（帳簿価額）は「備品勘定の金額－当期分の減価償却費の金額」となり、それと受け取った現金等の差額を「固定資産売却損又は益」とする、と考えることができます。
SECT007,Q0181,決算整理等,-,現金,100,-,-,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,-
SECT007,Q0182,決算整理等,-,固定資産売却損,300,-,-,減価償却累計額,減価償却費,現金,備品,固定資産売却益,固定資産売却損,-,-,-,-,-,-,-
SECT007,Q0190,決算整理等,A商店は保険契約￥600を締結し、1年分の保険料を前払している。この保険契約は契約日から決算日までの経過期間は10カ月である。当期の決算整理仕訳を行いなさい。,前払保険料,100,保険料,100,前払保険料,未払保険料,保険料,現金,売上,仕入,-,-,-,-,-,-,保険料を前払いしている場合で、翌期以降の分が含まれている場合には、保険料（費用）を減少させ、前払保険料（資産）を増加させます。#本問では、600が1年分であり、翌期の分が2か月含まれていることが分かりますので金額は「600×2か月÷12か月＝100」となります。#よって、#（借方）前払保険料100「資産の増加」#（貸方）保険料100「費用の減少」#となります。#　#オマケ情報#まだ保険の効果を受け取っていない期間に対してのお金を支払っている場合、費用は計上できません。#またその場合の支払済の金額は「余分にお金を払っている＝お金を貸している」と考え前払保険料（資産）を計上します。
SECT007,Q0200,決算整理等,受取手数料￥600は1年分で、契約日から決算日までの経過期間は10カ月である。当期の決算整理仕訳を行いなさい。,受取手数料,100,前受手数料,100,前払手数料,未払手数料,前受手数料,現金,受取手数料,仕入,-,-,-,-,-,-,手数料を先に受け取っている場合で、翌期以降の分が含まれている場合には、受取手数料（収益）を減少させ、前受手数料（負債）を増加させます。#本問では、600が1年分であり、翌期の分が2か月含まれていることが分かりますので金額は「600×2か月÷12か月＝100」となります。#よって、#（借方）受取手数料100「収益の減少」#（貸方）前受手数料100「負債の増加」#となります。#　#オマケ情報#翌期以降の契約期間に対してのお金を受け取っている場合、収益は計上できません。#またその場合の受取済の金額は「余分にお金をもらっている＝お金を借りている」と考え前受手数料（負債）を計上します。
SECT007,Q0210,決算整理等,期末に支払家賃の未払分が￥300ある。,支払家賃,300,未払家賃,300,前払家賃,未払家賃,前受家賃,支払家賃,売上,仕入,-,-,-,-,-,-,家賃を後に払っている場合で、当期の分であるにもかかわらず翌期以降の支払いとなっている場合には、当期の分、支払家賃（費用）を増加させ、未払家賃（負債）を増加させます。#よって、#（借方）支払家賃300「費用の増加」#（貸方）未払家賃300「負債の増加」#となります。#　#オマケ情報#当期の分の費用はたとえ払っていなくても当期の費用としなければなりません。#またその場合の未だ払っていない金額は「後日お金を払わなければならない＝お金を借りている」と考え未払家賃（負債）を計上します。
SECT007,Q0220,決算整理等,受取利息の未収分が￥200ある。,未収利息,200,受取利息,200,未収利息,未払利息,受取利息,現金,売上,仕入,-,-,-,-,-,-,利息を後に受け取っている場合で、当期の分であるにもかかわらず翌期以降の受け取りとなっている場合には、当期の分、受取利息（収益）を増加させ、未収利息（資産）を増加させます。#よって、#（借方）未収利息200「資産の増加」#（貸方）受取利息200「収益の増加」#となります。#　#オマケ情報#当期の分の利息はたとえ受け取っていなくても当期の収益としなければなりません。#またその場合の未だ受け取っていない金額は「後日お金をもらえる＝お金を貸している」と考え未収利息（資産）を計上します。
SECT007,Q0230,決算整理等,前期末に繰延計上した受取利息￥400の再振替仕訳を行った。,前受利息,400,受取利息,400,未収利息,未払利息,前受利息,受取利息,売上,仕入,-,-,-,-,-,-,前期末に計上した「前払○○、前受○○、未払○○、未収○○」（これらを総称して「経過勘定」と呼びます）がある場合、当期首において計上時の逆仕訳を行います（このことを「期首再振替仕訳」と呼びます）。#本問では前期末に「繰延計上（前払○○、前受○○を指す）」したと、ありますので、前期末の仕訳は「受取利息400/前受利息400」と推定できます。#よって、当期の仕訳は#（借方）前受利息400「負債の減少」#（貸方）受取利息400「収益の増加」#となります。
SECT007,Q0240,決算整理等,前期末において見越計上した支払利息￥300の再振替仕訳を行った。,未払利息,300,支払利息,300,未収利息,未払利息,前受利息,支払利息,売上,仕入,-,-,-,-,-,-,前期末に計上した経過勘定がある場合、当期首において計上時の逆仕訳を行います。#本問では前期末に「見越計上（未払○○、未収○○を指す）」したと、ありますので、前期末の仕訳は「支払利息300/未払利息300」と推定できます。#よって、当期の仕訳は#（借方）未払利息300「負債の減少」#（貸方）支払利息300「費用の減少」#となります。
SECT007,Q0250,決算整理等,当期首に未収利息￥200の再振替仕訳を行った。,受取利息,200,未収利息,200,未収利息,未払利息,前受利息,支払利息,受取利息,仕入,-,-,-,-,-,-,前期末に計上した経過勘定がある場合、当期首において計上時の逆仕訳を行います。#本問では「未収利息」と記載されていますので、前期末の仕訳は「未収利息200/受取利息200」と推定できます。#よって、当期の仕訳は#（借方）受取利息200「収益の減少」#（貸方）未収利息200「資産の減少」#となります。
SECT007,Q0260,決算整理等,当期首に前払保険料￥300の再振替仕訳を行った。,保険料,300,前払保険料,300,未収保険料,未払保険料,前受保険料,前払保険料,保険料,仕入,-,-,-,-,-,-,前期末に計上した経過勘定がある場合、当期首において計上時の逆仕訳を行います。#本問では「前払保険料」と記載されていますので、前期末の仕訳は「前払保険料300/保険料300」と推定できます。#よって、当期の仕訳は#（借方）保険料300「費用の増加」#（貸方）前払保険料300「資産の減少」#となります。
SECT007,Q0270,決算整理等,当期に保険料￥900を支払っており、保険料支払時に前払保険料勘定で処理している。決算につき、保険料の前払分￥200を繰延べる。,保険料,700,前払保険料,700,未払保険料,前払保険料,前受保険料,売上,仕入,保険料,-,-,-,-,-,-,保険料を前払いしている場合で、翌期以降の分が含まれている場合には、当期分を保険料（費用）とし、翌期以降分を前払保険料（資産）とします。#本問では、支払時に900を全て前払保険料で処理しているため、当期分700（＝900－200）について前払保険料から保険料へと、振り替える仕訳が必要となります。#よって、#（借方）保険料700「費用の増加」#（貸方）前払保険料700「資産の減少」#となります。
SECT007,Q0280,決算整理等,受取地代￥200は、7月1日から1年間の地代の受領額である。なお、会計期間は1年で、決算日は12月31日である。,受取地代,100,前受地代,100,前受地代,未払地代,未収地代,受取地代,仕入,売上,-,-,-,-,-,-,地代を先に受け取っている場合で、翌期以降の分が含まれている場合には、受取地代（収益）を減少させ、前受地代（負債）を増加させます。#本問では、200が1年分であり、翌期の分が6か月含まれていることが分かりますので金額は「200×6か月÷12か月＝100」となります。#よって、#（借方）受取地代100「収益の減少」#（貸方）前受地代100「負債の増加」#となります。
[EOF],,,,,,,,,,,,,,,,,,,,
